timestamp,value
2023-01-01,100.91415123926329
2023-01-02,103.44272317229667
2023-01-03,110.66674779407808
2023-01-04,107.21652956515523
2023-01-05,91.90715564831511
2023-01-06,89.83262974587846
2023-01-07,95.97434003540529
2023-01-08,101.2031647007045
2023-01-09,108.66202944808039
2023-01-10,108.0033522281742
2023-01-11,109.17691973168195
2023-01-12,102.23379715752336
2023-01-13,96.0731605047715
2023-01-14,101.1036541245071
2023-01-15,
2023-01-16,108.25451066794511
2023-01-17,113.78232672676913
2023-01-18,105.7687817210962
2023-01-19,104.63506948761881
2023-01-20,97.81666378236572
2023-01-21,99.25027708666275
2023-01-22,104.30888143589948
2023-01-23,116.56453112747704
2023-01-24,114.26703524306309
2023-01-25,109.40452122816366
2023-01-26,102.97641765552578
2023-01-27,101.58499529121514
2023-01-28,102.91085442446635
2023-01-29,109.58706667330034
2023-01-30,116.1736221725884
2023-01-31,123.12638822522455
2023-02-01,
2023-02-02,104.43861645008192
2023-02-03,99.474419168911
2023-02-04,105.57480654917107
2023-02-05,113.63234587438446
2023-02-06,116.41963340391608
2023-02-07,116.04459621534174
2023-02-08,112.01944876426988
2023-02-09,109.75601180453188
2023-02-10,105.9563639184569
2023-02-11,107.14873809180703
2023-02-12,110.02242300261847
2023-02-13,119.21217775376364
2023-02-14,120.64962043005413
2023-02-15,116.86332521161087
2023-02-16,112.11235270051135
2023-02-17,106.07028923052555
2023-02-18,109.20759394146557
2023-02-19,113.85155892645285
2023-02-20,120.9908344682744
2023-02-21,123.77875086385399
2023-02-22,113.39829028962419
2023-02-23,110.07836739166088
2023-02-24,105.50416370434138
2023-02-25,106.74611822670416
2023-02-26,114.29107501351326
2023-02-27,126.05143104562927
2023-02-28,120.70565099449257
2023-03-01,122.06766216893713
2023-03-02,107.35634362159057
2023-03-03,107.25239989680621
2023-03-04,110.46669222845021
2023-03-05,118.16447220450779
2023-03-06,124.96293452107611
2023-03-07,126.91890787634975
2023-03-08,119.32518577766214
2023-03-09,112.19898945376576
2023-03-10,111.98438659847051
2023-03-11,110.5299983588802
2023-03-12,113.67606939675504
2023-03-13,120.49834000702973
2023-03-14,122.82086714314674
2023-03-15,122.87440773204058
2023-03-16,114.9958974529324
2023-03-17,112.4353141481112
2023-03-18,110.74619768846118
2023-03-19,118.87326702773959
2023-03-20,126.63980658037114
2023-03-21,125.48617994551883
2023-03-22,123.5582650721884
2023-03-23,113.35773993134515
2023-03-24,110.01935197221533
2023-03-25,111.59703850276688
2023-03-26,115.49395890510938
2023-03-27,126.87721727263462
2023-03-28,125.62862177949731
2023-03-29,122.81729508528377
2023-03-30,117.34682366078452
2023-03-31,112.97830307165488
2023-04-01,115.2376803225627
2023-04-02,119.25432680623241
2023-04-03,124.58370791055485
2023-04-04,127.20394894795386
2023-04-05,118.09303931933928
2023-04-06,111.90742380452423
2023-04-07,107.9837376128031
2023-04-08,110.5318716990572
2023-04-09,121.0001735025587
2023-04-10,123.35724289534495
2023-04-11,126.49774123164525
2023-04-12,127.21094853142256
2023-04-13,115.30734277970753
2023-04-14,114.2609749593847
2023-04-15,110.78864426653016
2023-04-16,119.2198006682271
2023-04-17,123.22834694676254
2023-04-18,126.58943541680387
2023-04-19,125.77817767582438
2023-04-20,111.10796706835015
2023-04-21,113.2354259297822
2023-04-22,114.1565019366014
2023-04-23,117.87767920987525
2023-04-24,121.53462884276175
2023-04-25,127.58785043552383
2023-04-26,121.40441351001557
2023-04-27,116.69448825111363
2023-04-28,111.67532603295174
2023-04-29,117.89752868857686
2023-04-30,118.56244883502022
2023-05-01,167.39440222833076
2023-05-02,127.47331105439795
2023-05-03,123.18906644661182
2023-05-04,119.58261044162633
2023-05-05,113.59634376166517
2023-05-06,113.6169550282216
2023-05-07,123.0977487323524
2023-05-08,121.29937742414947
2023-05-09,124.3907298637406
2023-05-10,119.09786598053189
2023-05-11,113.6584491688913
2023-05-12,106.25839985198122
2023-05-13,113.72417183721079
2023-05-14,117.28879687459741
2023-05-15,119.67644658254098
2023-05-16,122.46235350760935
2023-05-17,121.99348961461733
2023-05-18,116.4942081244069
2023-05-19,115.50755090925394
2023-05-20,119.66651777463464
2023-05-21,118.2825841429468
2023-05-22,120.18219614261766
2023-05-23,118.15333226132805
2023-05-24,120.87528566473749
2023-05-25,110.53942499756317
2023-05-26,107.24932292804844
2023-05-27,108.0466990515607
2023-05-28,115.55547675143052
2023-05-29,125.26809694553268
2023-05-30,123.92123809281955
2023-05-31,118.47857248453613
2023-06-01,108.73575148237991
2023-06-02,102.3183886651219
2023-06-03,107.25413159467038
2023-06-04,114.63004048683928
2023-06-05,126.17141224159765
2023-06-06,122.62276914137932
2023-06-07,120.66939969385858
2023-06-08,109.09684961174754
2023-06-09,102.52542223476806
2023-06-10,104.54179050942679
2023-06-11,111.32654599363624
2023-06-12,125.9511033748138
2023-06-13,118.45358167680679
2023-06-14,
2023-06-15,106.54868081325435
2023-06-16,107.52691068139691
2023-06-17,107.23364645563419
2023-06-18,111.66418343533219
2023-06-19,118.06600814147393
2023-06-20,117.56721993686736
2023-06-21,116.33900566058927
2023-06-22,106.49037645990786
2023-06-23,99.64602711110166
2023-06-24,100.82894241935476
2023-06-25,111.22965389101753
2023-06-26,121.49771834776462
2023-06-27,118.57858866639292
2023-06-28,113.20731443346507
2023-06-29,107.27118419618205
2023-06-30,105.79569719427548
2023-07-01,103.87275011795043
2023-07-02,108.02848792395145
2023-07-03,118.62675502695234
2023-07-04,117.93092570416097
2023-07-05,116.7156720157791
2023-07-06,105.50824985879369
2023-07-07,96.74932596116253
2023-07-08,97.65590053708786
2023-07-09,112.76109726696014
2023-07-10,119.02773176951392
2023-07-11,114.65727930642963
2023-07-12,
2023-07-13,107.90032572598072
2023-07-14,95.66297135570007
2023-07-15,97.64203074965545
2023-07-16,108.30911381574428
2023-07-17,111.2492519777065
2023-07-18,113.76284171962703
2023-07-19,108.76105412638523
2023-07-20,73.12472940665438
2023-07-21,71.81016776283403
2023-07-22,69.2096979541296
2023-07-23,76.93131326988477
2023-07-24,74.91205836032478
2023-07-25,82.27121241134995
2023-07-26,75.37101155364661
2023-07-27,67.11554862547507
2023-07-28,63.624409732018975
2023-07-29,66.6183769729656
2023-07-30,76.44216133659793
2023-07-31,75.79099584141106
2023-08-01,81.22998995065322
2023-08-02,75.18253257261186
2023-08-03,98.53739578433415
2023-08-04,98.03013025312029
2023-08-05,98.01311585601603
2023-08-06,106.50016776083628
2023-08-07,108.11613475245386
2023-08-08,107.87615936533223
2023-08-09,104.80622108950429
2023-08-10,99.10797306637684
2023-08-11,94.42939633028158
2023-08-12,92.04161230049041
2023-08-13,101.67406750997962
2023-08-14,108.19800401224622
2023-08-15,116.46953816526285
2023-08-16,110.08133520364457
2023-08-17,94.81403892319796
2023-08-18,92.05149637865794
2023-08-19,89.93949999884843
2023-08-20,98.68699500417067
2023-08-21,107.53850306953098
2023-08-22,111.63527340428209
2023-08-23,101.38674351615057
2023-08-24,94.55748351661236
2023-08-25,85.64124967583048
2023-08-26,93.03496432199579
2023-08-27,96.48901700192994
2023-08-28,104.24485731054546
2023-08-29,104.65328911010758
2023-08-30,102.58235836474363
2023-08-31,90.5631940864477
2023-09-01,87.02404872032967
2023-09-02,99.27868064231211
2023-09-03,95.20816984376279
2023-09-04,101.96347917813532
2023-09-05,112.24203032777179
2023-09-06,111.054790899209
2023-09-07,91.82340689511175
2023-09-08,89.84970028176616
2023-09-09,93.47264669860672
2023-09-10,103.84158395369266
2023-09-11,101.90655716443467
2023-09-12,105.63720574813634
2023-09-13,104.34201830246745
